snapshot_id,collected_at_kst,observed_hour_kst,service_date,day_of_week,day_name_ko,is_weekend,is_holiday,holiday_name,hour,time_bucket_10m,time_period,route_id,route_name,canonical_route_name,route_type_cd,route_type_name,veh_id,plate_no,station_id,station_seq,station_name,mobile_no,x,y,remain_seat_cnt,crowded,crowded_label,estimated_capacity,seat_scarcity_score,is_no_seat,is_low_seat_2,is_low_seat_5,temperature,precipitation,humidity,wind_speed,cloud_amount,weather_text,weather_imputed,pm10,pm25,o3,khai,air_quality_grade,air_quality_imputed,avg_speed,traffic_volume,delay_time,congestion_level,traffic_imputed,event_count,event_nearby_count,event_imputed,created_at
85,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5000001,5000,5000,11,직행좌석형시내버스,5000003,경기70바103,228000105,5,신갈오거리,47614,127.1067,37.2863,2,3,혼잡,45,93,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
96,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000101,1,명지대,47610,127.1901,37.2221,19,1,여유,45,41,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
97,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000102,2,명지대입구,47611,127.1885,37.2244,9,2,보통,45,66,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
98,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000103,3,용인시청,47612,127.1774,37.2402,4,3,혼잡,45,84,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
99,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000104,4,기흥역,47613,127.1151,37.2757,1,3,혼잡,45,97,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
100,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
101,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000101,1,명지대,47610,127.1901,37.2221,18,1,여유,45,43,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
102,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000102,2,명지대입구,47611,127.1885,37.2244,8,2,보통,45,70,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
103,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000103,3,용인시청,47612,127.1774,37.2402,3,3,혼잡,45,89,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
104,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
105,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
86,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000101,1,명지대,47610,127.1901,37.2221,21,1,여유,45,37,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
87,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000102,2,명지대입구,47611,127.1885,37.2244,11,2,보통,45,61,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
88,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000103,3,용인시청,47612,127.1774,37.2402,6,2,보통,45,77,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
89,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000104,4,기흥역,47613,127.1151,37.2757,3,3,혼잡,45,89,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
90,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000105,5,신갈오거리,47614,127.1067,37.2863,1,3,혼잡,45,97,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
91,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000101,1,명지대,47610,127.1901,37.2221,20,1,여유,45,39,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
92,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000102,2,명지대입구,47611,127.1885,37.2244,10,2,보통,45,63,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
93,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000103,3,용인시청,47612,127.1774,37.2402,5,3,혼잡,45,80,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
94,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000104,4,기흥역,47613,127.1151,37.2757,2,3,혼잡,45,93,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
95,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
106,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000101,1,명지대,47610,127.1901,37.2221,17,1,여유,45,45,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
107,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000102,2,명지대입구,47611,127.1885,37.2244,7,2,보통,45,73,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
108,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000103,3,용인시청,47612,127.1774,37.2402,2,3,혼잡,45,93,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
109,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
110,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
111,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000101,1,명지대,47610,127.1901,37.2221,16,1,여유,45,48,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
112,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000102,2,명지대입구,47611,127.1885,37.2244,6,2,보통,45,77,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
113,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000103,3,용인시청,47612,127.1774,37.2402,1,3,혼잡,45,97,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
114,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
115,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
116,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5005001,5005,5005,11,직행좌석형시내버스,5005003,경기70바803,228000101,1,명지대,47610,127.1901,37.2221,15,1,여유,45,50,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
117,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5005001,5005,5005,11,직행좌석형시내버스,5005003,경기70바803,228000102,2,명지대입구,47611,127.1885,37.2244,5,3,혼잡,45,80,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
118,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5005001,5005,5005,11,직행좌석형시내버스,5005003,경기70바803,228000103,3,용인시청,47612,127.1774,37.2402,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
119,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5005001,5005,5005,11,직행좌석형시내버스,5005003,경기70바803,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
120,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5005001,5005,5005,11,직행좌석형시내버스,5005003,경기70바803,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
121,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5000001,5000,5000,11,직행좌석형시내버스,5000100,경기70바199,228000102,2,명지대입구,47611,127.1885,37.2244,35,1,여유,45,13,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
124,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001199,경기70바499,228000102,2,명지대입구,47611,127.1885,37.2244,32,1,여유,45,18,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
125,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001200,경기70바599,228000102,2,명지대입구,47611,127.1885,37.2244,31,1,여유,45,19,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
122,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5001001,5001(A),5001A,11,직행좌석형시내버스,5001100,경기70바299,228000102,2,명지대입구,47611,127.1885,37.2244,34,1,여유,45,15,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
123,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5001002,5001(B),5001B,11,직행좌석형시내버스,5001101,경기70바399,228000102,2,명지대입구,47611,127.1885,37.2244,33,1,여유,45,16,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
126,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5003001,5003(A),5003A,11,직행좌석형시내버스,5003100,경기70바699,228000102,2,명지대입구,47611,127.1885,37.2244,30,1,여유,45,21,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
127,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5003002,5003(B),5003B,11,직행좌석형시내버스,5003101,경기70바799,228000102,2,명지대입구,47611,127.1885,37.2244,29,1,여유,45,22,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
128,2026-05-22T01:20:00+09:00,2026-05-22T01:00:00+09:00,2026-05-22,4,금,0,1,,1,01:20,late_night,5005001,5005,5005,11,직행좌석형시내버스,5005100,경기70바899,228000102,2,명지대입구,47611,127.1885,37.2244,28,1,여유,45,24,0,0,0,13.6,0.0,66.0,1.0,1.0,clear,0,56.0,31.0,0.041,82.0,나쁨,1,24.7,1310.0,18.0,4,1,1,1,0,2026-05-20T18:00:09+00:00
